Theme,DataPoints,Unit_of_Measurement,Agartala,Agra,Ahmedabad,Aizawl,Ajmer,Aligarh,Allahabad,Amaravati,Amritsar,Aurangabad,Bareilly,Belgaum,Bengaluru,Bhopal,Bhubaneswar,Biharsharif,Bilaspur,Chandigarh,Chennai,Coimbatore,Dahod,Davangere,Dehradun,Dharamshala,Diu,Erode,Faridabad,Gandhinagar,Gangtok,Guwahati,Gwalior,Hubli_Dharwad,Imphal,Indore,Itanagar,Jabalpur,Jaipur,Jalandhar,Jammu,Jhansi,Kakinada,Kalyan_Dombivali,Kanpur,Karimnagar,Karnal,Kavaratti,Kohima,Kota,Lucknow,Ludhiana,Madurai,Mangalore,Moradabad,Muzaffarpur,Nagpur,Namchi,Nashik,Naya_Raipur,NDMC,New_Town_Kolkata,Panaji,Pasighat,Patna,Pimpri_Chinchwad,Portblair,Puducherry,Pune,Raipur,Rajkot,Ranchi,Rourkela,Sagar,Saharanpur,Salem,Satna,Shimla,Silvassa,Solapur,Srinagar,Surat,Thane,Thanjavur,Thoothukudi,Tiruchirappalli,Tirunelveli,Tirupati,Tiruppur,Tiruvanantapuram,Tumakuru,Udaipur,Ujjain,Vadodara,Varanasi,Vellore,Visakhapatnam,Warangal,Ref-Year
Waste Management,Total waste recycled,MTPA,NULL,43800,303556,NULL,2920,NULL,60,NULL,NULL,70,34415,5475,NULL,102402,18.25,NULL,46720,10139.68,61685,36500,NULL,NULL,1186.5,NULL,NULL,12775,NULL,7300,2482,45.359237,54750,1.5,NULL,195640,NULL,183960,540200,0,NULL,5748.75,2916.69,492750,27365,1460,130,641,NULL,NULL,181717,NULL,127.75,103.19,NULL,20,NULL,NULL,133859,0.2,326,NULL,1095,540,NULL,2245.5,23760,NULL,440,NULL,30613,24455,18250,NULL,0,7300,21.9,1050,5000,NULL,1825,552451.137,NULL,NULL,NULL,30490.69,NULL,19345,936,44712,4500,3650,27745,126000,1214.35,13140,56575,2920,2018
Waste Management,Total quantum of municipal solid waste (MSW) sent to landfill (or) dumpsite,MTPA,60006,206955,1124110,NULL,87600,8760,14600,NULL,234000,16000,160984.8,39420,NULL,NULL,NULL,NULL,2336,132237.65,1606730,35878.25,14235,51100,96020.41,NULL,5110,7756.25,24517.8,8395,18250,NULL,175200,140525,28470000,18980,1934.5,NULL,320105,164250,153300,7186.85,60228.31,9360000,374125,53293,10000,173,NULL,144000,38756,NULL,110376,66156.25,400,50,81837,1970,37870.54,NULL,326,9320.29,NULL,5000,2181050,NULL,12738,NULL,200,151110,14925,131400,18980,NULL,45625,101105,34.68,0,6000,NULL,120000,111525.97,NULL,16.06,NULL,65526.31,37230,NULL,162389,NULL,3500,57305,686,77617,168507.93,22630,124100,NULL,2018
Waste Management,Type of Landfill,Categorical,Managed - anaerobic,Managed - semi-aerobic,Managed - anaerobic,Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Managed - semi-aerobic,Managed - anaerobic,Unmanaged 4 - shallow (<5 m waste),Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Managed - semi-aerobic,Managed - anaerobic,Managed - semi-aerobic,Managed - semi-aerobic,Uncategorised Solid Waste Disposal Site (SWDS),Managed - semi-aerobic,Uncategorised Solid Waste Disposal Site (SWDS),Unmanaged 4 - shallow (<5 m waste),Managed - anaerobic,Unmanaged 3 - deep ( >5 m waste) and /or high water table,Uncategorised Solid Waste Disposal Site (SWDS),Managed - semi-aerobic,Managed - semi-aerobic,Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Managed - semi-aerobic,Managed - semi-aerobic,Uncategorised Solid Waste Disposal Site (SWDS),Managed - anaerobic,Managed - anaerobic,Managed - anaerobic,Managed - semi-aerobic,Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Managed - semi-aerobic,Unmanaged 3 - deep ( >5 m waste) and /or high water table,Uncategorised Solid Waste Disposal Site (SWDS),Managed - semi-aerobic,Unmanaged 3 - deep ( >5 m waste) and /or high water table,Managed - anaerobic,Unmanaged 4 - shallow (<5 m waste),Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Managed - anaerobic,Uncategorised Solid Waste Disposal Site (SWDS),Managed - anaerobic,Managed - semi-aerobic,Uncategorised Solid Waste Disposal Site (SWDS),Managed - semi-aerobic,Managed - semi-aerobic,Managed - anaerobic,Managed - anaerobic,Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Managed - semi-aerobic,Uncategorised Solid Waste Disposal Site (SWDS),Managed - semi-aerobic,Managed - anaerobic,Unmanaged 3 - deep ( >5 m waste) and /or high water table,Unmanaged 3 - deep ( >5 m waste) and /or high water table,Managed - semi-aerobic,Managed - anaerobic,Managed - anaerobic,Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Managed - anaerobic,Managed - anaerobic,Uncategorised Solid Waste Disposal Site (SWDS),Unmanaged 3 - deep ( >5 m waste) and /or high water table,Uncategorised Solid Waste Disposal Site (SWDS),Managed - semi-aerobic,Managed - anaerobic,Managed - semi-aerobic,Uncategorised Solid Waste Disposal Site (SWDS),Managed - anaerobic,Uncategorised Solid Waste Disposal Site (SWDS),Managed - anaerobic,Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Uncategorised Solid Waste Disposal Site (SWDS),Managed - anaerobic,Managed - anaerobic,Uncategorised Solid Waste Disposal Site (SWDS),Managed - anaerobic,Managed - semi-aerobic,Managed - anaerobic,Uncategorised Solid Waste Disposal Site (SWDS),Managed - semi-aerobic,Uncategorised Solid Waste Disposal Site (SWDS),2019
Waste Management,Methane recovered at landfill,Categorial,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,2018
Waste Management,Fraction of methane recovered at landfill,Number,0.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,
Waste Management,Fraction of CH4 in generated landfill gas,Number,0.5,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,NULL,0.5,NULL,NULL,NULL,NULL,NULL,0.5,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3789,NULL,0,21.46,NULL,NULL,NULL,
Waste Management,Fraction of Waste by type in total waste,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Waste Management,Fraction of food waste,Number,0.2,0.4,NULL,NULL,39.5,55443,0.2,NULL,10,48.4,49905.28,36.6,NULL,NULL,NULL,NULL,NULL,30.5,50.23,6.75,1768,NULL,0.329,37.3,NULL,0.011,NULL,0.2,1898,NULL,47.24,NULL,0.4,0.36,0,NULL,46,NULL,NULL,45.03,0.43,310,0.12,0.46,NULL,0.05,NULL,NULL,0.35,11.92,7.8,63092.44,NULL,0.5,60.1,5,59.24,NULL,NULL,NULL,0.56,0.6,NULL,47,950,NULL,0.45,NULL,0.2483,NULL,50,NULL,4212,0.12,0.4,NULL,0.2,NULL,0.7,14.15,7,2,32,0.4,14,55,45,0.3,0.2,0.6,45,54.6,14.75,0.55,NULL,11.21,2018
Waste Management,Fraction of garden and park waste,Number,0.1,0.07,NULL,NULL,4,15841,0.05,NULL,30.3,8.1,14488.63,3.3,NULL,NULL,NULL,NULL,NULL,30.5,4.5,49.64,305,NULL,NULL,NULL,NULL,0.03,NULL,0.35,NULL,NULL,4.6,NULL,0.05,0.019,0,NULL,46,NULL,NULL,6.71,0.06,2,0.14,0.02,NULL,600,NULL,NULL,0.05,17.55,7.6,22851.39,NULL,0.1,NULL,5,NULL,NULL,NULL,NULL,NULL,0.2,NULL,5,3500,NULL,0.1,NULL,0.012,NULL,13,NULL,88,0.05,0.125,NULL,0.1,NULL,0.05,10.71,0.5,8,18,0.05,16,4,12,0.06,0.3,0.05,15,0.1,27.2,0.15,NULL,32.59,2018
Waste Management,Fraction of nappies waste,Number,0.01,0.02,NULL,NULL,0.85,16,0.01,NULL,4,NULL,804.92,0,NULL,NULL,NULL,NULL,NULL,NULL,0.9,NULL,1610,NULL,NULL,NULL,NULL,0.01,NULL,0.001,NULL,NULL,0.23,NULL,0.005,0.003,0,NULL,1,NULL,NULL,NULL,0.02,7.2,0.02,0.02,NULL,0.02,NULL,NULL,NULL,NULL,4.91,1255.57,NULL,0.01,NULL,1,NULL,NULL,NULL,NULL,NULL,0.03,NULL,NULL,NULL,NULL,0.01,NULL,NULL,NULL,2,NULL,144,0.001,0.008,NULL,0.1,NULL,0.1,1.18,0.1,8,1,0.013,NULL,1,1.3,0.04,0.001,0.07,0.5,0.01,1,0.001,NULL,0.14,2018
Waste Management,Fraction of paper/cardboard waste,Number,0.22,0.07,NULL,NULL,2,3168,0.1,NULL,3.6,7.13,42660.97,0,NULL,NULL,NULL,NULL,NULL,4.4,3.5,NULL,NULL,NULL,0.055,34,NULL,0.048,NULL,0.06,1223,NULL,3.25,NULL,0.02,0.178,0,NULL,6,NULL,NULL,9.77,0.14,14.3,0.04,0.1,NULL,0.05,NULL,NULL,0.02,4.81,3.15,5273.39,NULL,0.1,15.7,1,6.35,NULL,3.48,NULL,NULL,0.04,NULL,2.7,900,NULL,0.06,NULL,0.1061,NULL,4,NULL,185,0.01,0.1,NULL,0.1,NULL,0.01,7.1,5,8,3,0.1,NULL,17,10,0.1,0.05,0.06,15,6.25,1,0.1,NULL,11.99,2018
Waste Management,Fraction of rubber and leather waste,Number,0.05,0.01,NULL,NULL,2.5,3960,0.1,NULL,25.66,0.44,6439.39,10.6,NULL,NULL,NULL,NULL,NULL,2.56,1.96,NULL,NULL,NULL,0.0076,0.7,NULL,0.025,NULL,0.06,693.5,NULL,2.16,NULL,0.02,0.12,0,NULL,5.4,NULL,NULL,0.18,0.09,21.45,0.08,0.08,NULL,0.01,NULL,NULL,0.02,1.09,16.88,2511.14,NULL,NULL,NULL,5,6.58,NULL,1.57,NULL,NULL,0.05,NULL,4.2,100,NULL,0.1,NULL,0.0266,NULL,1,NULL,125,0.01,0.01,NULL,0.1,NULL,0.06,3.1,0.4,2,3,0.1,NULL,2,10,0.2,0.1,0.003,10,0.2,4.2,0.05,NULL,0.48,2018
Waste Management,Fraction of textiles waste,Number,0.12,0.02,NULL,NULL,2,3168,0.3,NULL,4.86,4.56,9659.08,8.6,NULL,NULL,NULL,NULL,NULL,3.3,5.9,NULL,NULL,NULL,0.102,7,NULL,0.052,NULL,0.02,474.5,NULL,4.02,NULL,0.05,0.183,0,NULL,27,NULL,NULL,5.39,0.08,40.2,0.18,0.05,NULL,0.02,NULL,NULL,0.04,8.98,12.6,3892.27,NULL,0.1,2.1,1,8.69,NULL,NULL,NULL,0.01,0.02,NULL,9.16,100,NULL,0.05,NULL,0.165,NULL,0.5,NULL,90,0.01,0.1,NULL,0.1,NULL,0.02,35.16,6.3,2,2,0.05,NULL,3,5,0.1,0.05,0.06,4,0.65,5.2,0.05,NULL,3.42,2018
Waste Management,Fraction of wood waste,Number,0.2,0.02,NULL,NULL,2,4752,0.05,NULL,3,8.1,2414.77,8.1,NULL,NULL,NULL,NULL,NULL,12.3,2.1,NULL,NULL,NULL,0.0343,NULL,NULL,0.098,NULL,0.02,620.5,NULL,1.7,NULL,0.005,0.045,0,NULL,5.4,NULL,NULL,6.71,0.01,4,0.05,0.18,NULL,0.3,NULL,NULL,0.05,4.17,18.9,9667.89,NULL,0.1,1.8,NULL,NULL,NULL,1.22,NULL,NULL,0.04,NULL,10.5,4015,NULL,0.1,NULL,0.0128,NULL,1,NULL,85,0.005,0.008,NULL,0.1,NULL,0.02,0.06,2,8,3,0.02,NULL,2,2,0.05,0.2,0.002,0.5,0.53,3.1,0.05,NULL,5.47,2018
Waste Management,Fraction of other waste,Number,0.1,0.39,NULL,NULL,47.15,72062,0.37,NULL,18.58,23.27,34611.73,32.8,NULL,NULL,1,NULL,NULL,46.1,30.69,NULL,35337,NULL,0.4708,6,NULL,0.7359,NULL,0.289,3686.5,NULL,36.8,NULL,0.45,0.092,0,NULL,NULL,NULL,NULL,NULL,17,200,0.37,0.07,NULL,0.5,NULL,NULL,0.45,2.09,28.16,17012.98,NULL,0.05,20.3,72,17.3,NULL,NULL,NULL,0.43,NULL,NULL,21.44,14195,NULL,0.13,NULL,0.446,NULL,28.5,NULL,110,0.789,0.4,NULL,0.1,NULL,0.04,28.54,56,18,38,0.267,5,16,14.7,0.05,0.1,0.155,10,37.66,44.55,0.049,NULL,34.71,2018
Waste Management,Methane Correction Factor (MCF)  for managed landfill,Categorical,Managed - anaerobic 1,Managed - semi-aerobic 2,Managed - anaerobic 1,Managed - anaerobic 1,Uncategorised SWDS 5,Managed - anaerobic 1,Managed - anaerobic 1,Unmanaged 4 - shallow (<5 m waste),Managed - anaerobic 1,Uncategorised SWDS 5,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Managed - semi-aerobic 2,Uncategorised SWDS 5,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Uncategorised SWDS 5,Managed - anaerobic 1,Managed - semi-aerobic 2,Managed - anaerobic 1,Uncategorised SWDS 5,Managed - anaerobic 1,Managed - semi-aerobic 2,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Managed - semi-aerobic 2,Uncategorised SWDS 5,Managed - anaerobic 1,Managed - anaerobic 1,Uncategorised SWDS 5,Uncategorised SWDS 5,Managed - anaerobic 1,Unmanaged 3 - deep ( >5 m waste) and /or high water table,Uncategorised SWDS 5,Managed - anaerobic 1,Unmanaged 3 - deep ( >5 m waste) and /or high water table,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Uncategorised SWDS 5,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Managed - semi-aerobic 2,Managed - anaerobic 1,Uncategorised SWDS 5,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Uncategorised SWDS 5,Managed - anaerobic 1,Managed - anaerobic 1,Managed - semi-aerobic 2,Uncategorised SWDS 5,Managed - anaerobic 1,Managed - anaerobic 1,Unmanaged 3 - deep ( >5 m waste) and /or high water table,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Uncategorised SWDS 5,Managed - anaerobic 1,Managed - anaerobic 1,Uncategorised SWDS 5,Managed - anaerobic 1,Uncategorised SWDS 5,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Uncategorised SWDS 5,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Uncategorised SWDS 5,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Uncategorised SWDS 5,Managed - anaerobic 1,Managed - anaerobic 1,Managed - anaerobic 1,Unmanaged 3 - deep ( >5 m waste) and /or high water table,Managed - semi-aerobic 2,Managed - anaerobic 1,2018
Waste Management,Fraction of DOC ultimately degraded,Number,0.5,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6,NULL,0.5,NULL,NULL,NULL,NULL,NULL,0.5,0.5,NULL,NULL,NULL,NULL,NULL,NULL,1,0.5,NULL,NULL,0.2,NULL,NULL,NULL,NULL,25.22,NULL,NULL,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.05,NULL,NULL,NULL,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.77,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.65,NULL,11.9,NULL,0.5,21.04,0.55,0.5,NULL,
Waste Management,Mass of organic waste treated by biological treatment type I,Metric Tonnes,11476.768,9125,142564,NULL,NULL,109500,NULL,NULL,NULL,NULL,NULL,91250,NULL,NULL,NULL,6000,46.72,NULL,112785,127750,NULL,NULL,4645.71,NULL,NULL,35131.25,NULL,11680,6570,NULL,NULL,3,43800000,200750,NULL,304,91250,0,NULL,NULL,NULL,273750,146000,1095,90,468,NULL,NULL,406061,NULL,119574,82855,NULL,90,73000,NULL,115604.77,NULL,56,NULL,NULL,2300,NULL,47527.3,5000,NULL,100,NULL,134320,474.5,NULL,NULL,21900,19345,31.02,NULL,12000,NULL,5,262640.93,10,NULL,35405,68233,NULL,43800,10,80000,35000,NULL,119,NULL,168507.93,48180,NULL,5110,
Waste Management,Mass of waste sent to incineration,Tonnes,91250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL,0,NULL,NULL,NULL,NULL,46720,NULL,NULL,NULL,NULL,NULL,68809.34,NULL,NULL,14600,NULL,NULL,NULL,NULL,150,NULL,NULL,1460,NULL,220,NULL,0,NULL,NULL,NULL,NULL,1,NULL,10,NULL,NULL,NULL,NULL,36500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,29836,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.006,NULL,NULL,NULL,NULL,NULL,2018
Waste Management,CO2 emmission avoided,Metric Tonnes,0.9954,0.9974,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.1195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9966,NULL,0.9878,NULL,NULL,NULL,NULL,NULL,0.9992,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9969,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,2018
Waste Management,Utilization certificate for evidence of scientific closure and gas flaring,Categorial,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
Waste Management,Record of Gas Flaring,Categorial,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6
Waste Management,Evidence of post closure maintenance works,Categorial,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2019
Waste Management,Records of quantity of gas generated and reused,Categorial,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2019
Waste Management,Certificate for PPP project on landscaping of closed landfill and access to public,Categorial,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2019
Water Resource Management,Total water sold,MLD,NULL,270.29,1230,19.35,73,NULL,252,NULL,NULL,80,106,919.103,946.1,375,168,23,53.833,240.73,NULL,NULL,0.008,58,248.98,9.1,NULL,43.2,NULL,60,14.76,NULL,66284,NULL,65,642,25,185,329.1,103,NULL,65,23.94,289,304,27.75,65,NULL,1.15,72183.9,361.23,260.5,152.82,29841,140.36,NULL,320.33,NULL,4877.76,5.55,58.67,NULL,NULL,2.197,250,311,24.37,94,315180.125,46287.53,203.33,211,165,1.335,93,99.2,35,44.376,19,NULL,80,1031.91,485,NULL,43.64,80.9,NULL,45.17,95.92,NULL,48,90,NULL,485,148.76,45.34,72.37,36.34,
Water Resource Management,Total water put in transmission/distribution,MLD,NULL,360,1230,26.68,110,NULL,360,2,NULL,125,146,919.103,1451,375,256,23,53.833,240.73,NULL,220,NULL,50,248.98,9.1,NULL,57.68,224,45,30,NULL,82855,NULL,85,903,25,231,509.69,345,93.13,65,46.55,289,376,37,65,30.59,1.843,132430.5,705,523,152.82,39917.75,211,30,673,4.49,NULL,10.08,119,68.87,NULL,3.52,250,505,28,120,1385407.2,88962.5,268.5,NULL,165,60,121.83,124,35,9.886,19,30987,119,1191.39,485,30.05,51.8,127,47,56.75,116.34,NULL,57,85,NULL,24.125,311,57.5,250.42,36.34,
Water Resource Management,Water supplied to city,MLD,NULL,360,1360,26.68,110,97.2,252,1.6,286,102,146,0,1451,375,266,132,53.833,240.73,NULL,220,15,50,NULL,9.1,NULL,57.68,224,60,30,NULL,227,NULL,80,261,25,231,509.69,345,93.13,NULL,46.55,289,430,37,65,30.59,1.843,NULL,705,523,152.82,53403.24,211,30,673,4.49,152523.08,10.08,119,67.98,NULL,0.19,250,505,28.325,NULL,1385407.2,84847.7,268.5,117,165,60,121.83,NULL,35,44.376,19,30987,119,1191.39,NULL,30.05,51.8,127,48,56.75,116.34,280,57,100,109,585,25,57.5,72.37,123,
Water Resource Management,Secondary treated wastewater recycled and reused,MLD,NULL,138,107,NULL,NULL,NULL,30,0.5,NULL,5,NULL,0,236,74,NULL,23,71,NULL,35,0.3,NULL,NULL,NULL,NULL,NULL,NULL,0,4,NULL,NULL,51,NULL,NULL,1.55,0,0.03,423,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.67,NULL,NULL,0.5,54,0.03,NULL,NULL,NULL,23.65,0.816,15.315,232747,NULL,119,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,42,NULL,0.08,NULL,11.75,NULL,NULL,1.5,NULL,NULL,NULL,NULL,NULL,52.74,2.5,25,10.28,243.15,0.025,
Water Resource Management,Tertiary treated wastewater recycled and reused,MLD,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12.5,74,NULL,32,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.025,8,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.53,NULL,NULL,NULL,0.15,NULL,NULL,NULL,NULL,NULL,0.816,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,31.77,NULL,11.48,NULL,NULL,NULL,NULL,94.23,NULL,NULL,23.33,52.74,1.8,NULL,NULL,NULL,NULL,
Water Resource Management,Data on total number and capacity of Wastewater pumps,Categorial,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,
Water Resource Management,Pumping schedule for energy efficient wastewater pumps,Categorial,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,
Water Resource Management,Calculation sheet of wastewater volume,Categorial,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,
